search URL:,https://patents.google.com/?q=%22digital+identity%22&before=priority:20231231&after=priority:20200101
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
CN-113743921-A,"Digital asset processing method, device, equipment and storage medium ",网易（杭州）网络有限公司,"胡志鹏, 王挺, 顾费勇, 曹崇瑞, 李刚锐, 胡志敏",2021-09-09,2021-09-09,2021-12-03,,https://patents.google.com/patent/CN113743921A/en,https://patentimages.storage.googleapis.com/03/7a/da/54cda261fa8bc1/HDA0003254873370000011.png
CN-114254269-B,System and method for determining rights of biological digital assets based on block chain technology ,"北京航空航天大学云南创新研究院, 云南省科学技术院","胡凯, 杨燕, 解安可, 李思祺, 孙雅妮, 冯立波",2021-12-24,2021-12-24,2022-10-04,2022-10-04,https://patents.google.com/patent/CN114254269B/en,https://patentimages.storage.googleapis.com/d1/36/dd/426c035675eb29/HDA0003432855000000011.png
CN-113901432-A,"Block chain identity authentication method, equipment, storage medium and computer program product ",致信互链(北京)科技有限公司,"朱佩江, 郭立华, 杨金宝",2021-09-30,2021-09-30,2022-01-07,,https://patents.google.com/patent/CN113901432A/en,https://patentimages.storage.googleapis.com/aa/86/a5/ceb63d82fd3e9c/HDA0003291677690000011.png
US-11405189-B1,Systems and methods for trustworthy electronic authentication using a computing device ,James E. Bennison,James E. Bennison,2021-11-18,2021-11-18,2022-08-02,2022-08-02,https://patents.google.com/patent/US11405189B1/en,https://patentimages.storage.googleapis.com/b5/bf/10/58e9e4dbcfcd34/US11405189-20220802-D00000.png
US-2023224167-A1,"Access control method based on zero-trust security, device, and storage medium ","Tencent cloud computing (Beijing) Co., Ltd","Lianying Wang, Chuanda DING, Yang Yu",2021-06-15,2023-03-20,2023-07-13,,https://patents.google.com/patent/US20230224167A1/en,https://patentimages.storage.googleapis.com/bc/c7/8d/1e1cfee0ad0f19/US20230224167A1-20230713-D00000.png
CN-112508556-A,Block chain-based digital currency generation method and cashing system ,成都蜀云物连科技有限公司,许泽人,2020-12-07,2020-12-07,2021-03-16,,https://patents.google.com/patent/CN112508556A/en,https://patentimages.storage.googleapis.com/1d/5d/b3/a6a8dcea45dd40/HDA0002821264910000011.png
CN-112199726-A,Block chain-based alliance trust distributed identity authentication method and system ,中国科学院信息工程研究所,"王瑜, 陈亚, 吕朋辉, 周启惠, 王雅哲, 霍冬冬, 李宇",2020-10-29,2020-10-29,2021-01-08,,https://patents.google.com/patent/CN112199726A/en,https://patentimages.storage.googleapis.com/66/ce/1f/380480b21ce2c6/HDA0002749724290000011.png
CN-113010872-A,"Identity authentication method and device, computer equipment and storage medium ","国网信息通信产业集团有限公司, 北京中电普华信息技术有限公司","崔蔚, 于卓, 邱镇, 尹玉, 门进宝, 吴晓亭",2021-04-09,2021-04-09,2021-06-22,,https://patents.google.com/patent/CN113010872A/en,https://patentimages.storage.googleapis.com/37/86/89/4abd99ea588f3a/HDA0003013282240000011.png
CN-113327168-B,Method and system for generating and transferring non-homogeneous digital currency ,杭州链网科技有限公司,"郭光华, 孙李明, 杨钰棋, 王亚飞, 卢瑞瑞",2021-06-30,2021-06-30,2022-11-08,2022-11-08,https://patents.google.com/patent/CN113327168B/en,https://patentimages.storage.googleapis.com/88/a5/0e/a97d67543e2382/HDA0003141358120000021.png
CN-112702346-A,Distributed identity authentication method and system based on alliance chain ,"国网浙江省电力有限公司电力科学研究院, 北京邮电大学","颜拥, 郭少勇, 孙歆, 熊翱, 姚影, 张旺, 代美玲",2020-12-24,2020-12-24,2021-04-23,,https://patents.google.com/patent/CN112702346A/en,https://patentimages.storage.googleapis.com/fe/86/48/ac0458783d0e70/HDA0002857565310000011.png
CN-111352998-A,Trusted alliance block chain digital calibration certificate system and operation method thereof ,中国计量科学研究院,"方向, 熊行创, 田锋, 唐一川, 何文魁, 刘震",2020-02-28,2020-02-28,2020-06-30,,https://patents.google.com/patent/CN111352998A/en,https://patentimages.storage.googleapis.com/d3/35/1e/e3515999fec16c/HDA0002395717670000011.png
CN-113193965-B,Digital content materialization display system based on NFT ,"中科计算技术创新研究院, 中科物缘(杭州)计算技术有限公司","焦臻桢, 田锐, 尚德重",2021-06-29,2021-06-29,2021-10-08,2021-10-08,https://patents.google.com/patent/CN113193965B/en,https://patentimages.storage.googleapis.com/28/b5/8c/e7ed04577bdf22/210623165130.png
EP-4057568-A1,Method for verifying the authorisation of a terminal for controlling an identity attribute of a user ,Commissariat À L'Énergie Atomique Et Aux Énergies Alternatives,Christine Hennebert,2021-03-09,2022-03-08,2022-09-14,,https://patents.google.com/patent/EP4057568A1/en,https://patentimages.storage.googleapis.com/23/2d/29/dc94a4a3197812/imgf0001.png
WO-2023115850-A1,Consortium blockchain consensus identity authentication method ,中电科大数据研究院有限公司,"管桂林, 谢真强, 程序, 田懿, 曹扬, 李响, 韩国权, 黄海峰",2021-12-23,2022-06-17,2023-06-29,,https://patents.google.com/patent/WO2023115850A1/en,
CN-114155095-B,Digital artwork authentication and transaction system and authentication and transaction method ,北京天德科技有限公司,蔡维德,2021-09-24,2021-09-24,2022-11-15,2022-11-15,https://patents.google.com/patent/CN114155095B/en,https://patentimages.storage.googleapis.com/39/64/93/b43e9c01cec745/210924235438.png
CN-113689574-A,"Digital twinning processing method, apparatus and machine readable medium ",阿里巴巴集团控股有限公司,"杜稼淳, 曲文政, 陈智浩",2020-05-19,2020-05-19,2021-11-23,,https://patents.google.com/patent/CN113689574A/en,https://patentimages.storage.googleapis.com/19/41/b8/5a7420ecbf30ba/HDA0002499024940000011.png
CN-112637278-B,Data sharing method and system based on block chain and attribute-based encryption and computer readable storage medium ,"云南财经大学, 云南省科学技术院","陈韬伟, 余益民, 高建, 段正泰, 兰琨, 孔庆雯, 宋智明, 宋俊蓉, 吴海虹, 翟登, 张翼",2020-12-09,2020-12-09,2021-10-08,2021-10-08,https://patents.google.com/patent/CN112637278B/en,https://patentimages.storage.googleapis.com/37/b3/3d/e062907e676c23/HDA0002826566920000011.png
CN-111614687-A,"Identity verification method, system and related device ",牛津(海南)区块链研究院有限公司,"陈邦道, 向梦雅, 欧阳定光, 雷虹, 于川, 王伶任, 田宁",2020-05-26,2020-05-26,2020-09-01,,https://patents.google.com/patent/CN111614687A/en,https://patentimages.storage.googleapis.com/f8/44/b1/68bf5894008510/HDA0002509462910000011.png
CN-113609527-A,"Method, system and equipment for creating digital signature based on block chain ",微易签(杭州)科技有限公司,"青龙生, 龙玲, 刘明霞",2021-07-06,2021-07-06,2021-11-05,,https://patents.google.com/patent/CN113609527A/en,https://patentimages.storage.googleapis.com/37/95/fd/a283879aef02c1/HDA0003150839410000011.png
US-11743245-B2,Identity access management using access attempts and profile updates ,"Acuant, Inc.","Kieran Gerard Sherlock, Jose Caldera",2020-10-22,2020-10-22,2023-08-29,2023-08-29,https://patents.google.com/patent/US11743245B2/en,https://patentimages.storage.googleapis.com/23/aa/a8/eb7cb034397938/US11743245-20230829-D00000.png
CN-111600844-A,Identity distribution and authentication method based on zero-knowledge proof ,丝链(常州)控股有限公司,徐骏,2020-04-17,2020-04-17,2020-08-28,,https://patents.google.com/patent/CN111600844A/en,
TW-M623435-U,System for verifying client identity and transaction services using multiple security levels ,翁仲和,翁仲和,2021-11-12,2021-11-12,2022-02-11,,https://patents.google.com/patent/TWM623435U/en,https://patentimages.storage.googleapis.com/f1/5e/38/9761cc7dc9bf70/110213433-A0305-03-0001-1.png
CN-112069547-A,Supply chain responsibility main body identity authentication method and system ,北京农业信息技术研究中心,"孙传恒, 李文勇, 徐大明, 邢斌, 杨琨, 杨信廷",2020-07-29,2020-07-29,2020-12-11,,https://patents.google.com/patent/CN112069547A/en,https://patentimages.storage.googleapis.com/4f/83/9c/6e31e9fbc3ba24/HDA0002607662380000011.png
CN-113098838-B,"Trusted distributed identity authentication method, system, storage medium and application ","西安电子科技大学, 西安链融科技有限公司","刘雪峰, 王春云, 裴庆祺",2021-02-21,2021-02-21,2022-08-26,2022-08-26,https://patents.google.com/patent/CN113098838B/en,https://patentimages.storage.googleapis.com/c9/0f/c2/abd2b85a0feba1/HDA0002946121410000011.png
CN-113761497-A,"Distributed electric power transaction credible identity management method, system and computer equipment ","国网山东省电力公司信息通信公司, 山东鲁软数字科技有限公司, 国网山东省电力公司","杨冠群, 郑海杰, 王聪, 邢宏伟, 张建辉, 李恩堂, 薛念明, 徐崇豪, 张华栋, 田诚信, 徐康",2021-08-17,2021-08-17,2021-12-07,,https://patents.google.com/patent/CN113761497A/en,https://patentimages.storage.googleapis.com/0a/72/4a/3c49707b5ee99a/HDA0003216562880000011.png
CN-111294202-B,Identity authentication method oriented to alliance chain ,重庆邮电大学,"唐飞, 包佳立",2020-01-16,2020-01-16,2023-04-21,2023-04-21,https://patents.google.com/patent/CN111294202B/en,https://patentimages.storage.googleapis.com/6d/dc/c9/672842f8d43215/HDA0002369686050000011.png
CN-113204783-B,Privacy protection safety decentralized self-ownership identity authentication protocol method ,中南民族大学,"孟博, 郑绪睿, 王德军, 朱容波",2021-04-23,2021-04-23,2022-07-05,2022-07-05,https://patents.google.com/patent/CN113204783B/en,https://patentimages.storage.googleapis.com/64/a8/91/a7f748a0eb9dc7/HDA0003034422000000011.png
CN-115867910-A,Privacy preserving identity attribute verification using policy tokens ,维萨国际服务协会,"K·R·瓦格纳, S·S·阿罗拉, G·J·沃森, M·克里斯托多雷斯库, S·阿格拉沃尔",2020-07-14,2021-07-12,2023-03-28,,https://patents.google.com/patent/CN115867910A/en,https://patentimages.storage.googleapis.com/3b/53/28/37923284479ad2/HDA0004047951860000011.png
CN-111738893-A,"Identity authentication method, device, equipment and medium based on block chain ",百度在线网络技术（北京）有限公司,肖伟,2020-07-17,2020-07-17,2020-10-02,,https://patents.google.com/patent/CN111738893A/en,https://patentimages.storage.googleapis.com/d2/7f/c3/d3d51cff2d4719/200713110647.png
CN-112417037-B,Block chain construction method for distributed identity authentication in industrial field ,杭州云象网络技术有限公司,"黄步添, 罗春凤, 刘振广, 周伟华, 陈建海",2020-11-05,2020-11-05,2022-12-23,2022-12-23,https://patents.google.com/patent/CN112417037B/en,https://patentimages.storage.googleapis.com/b4/21/b7/4bbc81e84b24cc/HDA0002762429040000011.png
US-2021287770-A1,Electronic patient credentials ,"Lumedic Acquisition Co, Inc.","Brian Anderson, Christian M. Ingrao, Michael W. Nash, Benjamin K. Parkison",2020-03-10,2021-03-10,2021-09-16,,https://patents.google.com/patent/US20210287770A1/en,https://patentimages.storage.googleapis.com/94/51/7e/68d578b1b1ede0/US20210287770A1-20210916-D00000.png
US-11645395-B2,Entity behavior catalog access management ,Forcepoint Llc,"Alan Ross, Raffael Marty, Nicolas Christian Fischbach",2020-01-22,2021-04-09,2023-05-09,2023-05-09,https://patents.google.com/patent/US11645395B2/en,https://patentimages.storage.googleapis.com/54/8c/f6/e18fcaab414a2a/US11645395-20230509-D00000.png
CN-111865993-B,"Identity authentication management method, distributed system and readable storage medium ","北京天融信网络安全技术有限公司, 北京天融信科技有限公司, 北京天融信软件有限公司","陈世武, 王炜, 江军",2020-07-23,2020-07-23,2022-04-01,2022-04-01,https://patents.google.com/patent/CN111865993B/en,https://patentimages.storage.googleapis.com/cf/7e/40/bd6579e118485d/HDA0002599621210000011.png
WO-2021163461-A1,Systems and methods for distributed ledger-based identity management ,"Jpmorgan Chase Bank, N.A.","Christine MOY, Tyrone Lobban, George KASSIS, Vishakh, Bhaskar KISHORE, Navkiran ARNEJA",2020-02-13,2021-02-12,2021-08-19,,https://patents.google.com/patent/WO2021163461A1/en,
CN-112564920-A,"Enterprise identity verification method, system, electronic equipment and storage medium ",爱信诺征信有限公司,"方兴, 付长胜, 王建健, 李宪英, 张昶洪, 杨凯华",2020-12-08,2020-12-08,2021-03-26,,https://patents.google.com/patent/CN112564920A/en,https://patentimages.storage.googleapis.com/d7/a2/4f/09dc2aa5ea9c7f/HDA0002823883710000011.png
US-11323885-B1,Systems and methods for permitting access to a party using a decentralized identity ,"Identity Technologies, Inc.",Phillip Shoemaker,2021-12-27,2021-12-27,2022-05-03,2022-05-03,https://patents.google.com/patent/US11323885B1/en,https://patentimages.storage.googleapis.com/b7/91/19/7a0fc0769ef8ba/US11323885-20220503-D00000.png
CN-111506590-A,Digital work copyright authority confirming and transaction credible record management method ,《中国学术期刊（光盘版）》电子杂志社有限公司,"石晶, 徐永潜, 吴晨, 韩伟, 陈泉, 陆驿",2020-04-13,2020-04-13,2020-08-07,,https://patents.google.com/patent/CN111506590A/en,https://patentimages.storage.googleapis.com/cf/0a/83/da201aa77ad7c0/HDA0002448107690000011.png
WO-2022160829-A1,"Identity information processing method, device, and system ",华为云计算技术有限公司,"薛腾飞, 周萌萌, 张子怡, 俞岳",2021-01-26,2021-10-29,2022-08-04,,https://patents.google.com/patent/WO2022160829A1/en,https://patentimages.storage.googleapis.com/8f/fc/7a/a031b8339819e3/PCTCN2021127425-appb-300001.png
US-11206544-B2,Checkpoint identity verification on validation using mobile identification credential ,Apple Inc.,"Daniel A. Boyd, Kelli L. Biegger, Chang Ellison, Brandon P. Gutierrez, Jason Lim, Ho Cheung CHUNG, Irene M. Graff, Martijn Theo Haring, Ahmer A. Khan, Franck Farian Rakotomalala",2020-04-13,2021-02-19,2021-12-21,2021-12-21,https://patents.google.com/patent/US11206544B2/en,https://patentimages.storage.googleapis.com/42/7f/b5/52184aac2a1cef/US11206544-20211221-D00000.png
US-11645632-B2,"System and method for a decentralized portable information container supporting privacy protected digital information credentialing, remote administration, local validation, access control and remote instruction signaling utilizing blockchain distributed ledger and container wallet technologies ",Derek Norman La Salle,Derek Norman La Salle,2020-05-26,2020-05-26,2023-05-09,2023-05-09,https://patents.google.com/patent/US11645632B2/en,https://patentimages.storage.googleapis.com/23/f4/40/36741af7ff56af/US11645632-20230509-D00000.png
CN-112637131-A,"User identity authentication method, device, equipment and storage medium ",百果园技术(新加坡)有限公司,李岩,2020-12-01,2020-12-01,2021-04-09,,https://patents.google.com/patent/CN112637131A/en,https://patentimages.storage.googleapis.com/cc/7e/c6/7e5b85f2c2240b/HDA0002810674820000011.png
CN-114666168-A,"Decentralized identity certificate verification method and device, and electronic equipment ","浙江毫微米科技有限公司, 浙江微片科技有限公司","孔剑平, 胡楠, 王琪, 李炳博",2022-05-23,2022-05-23,2022-06-24,,https://patents.google.com/patent/CN114666168A/en,https://patentimages.storage.googleapis.com/30/ab/3a/ff13ffd5f159b2/220509110730.png
AU-2021321325-A1,Techniques for identity data characterization for data protection ,Kount Inc.,"Joshua Michael JOHNSTON, Nathan Daniel MONNIG",2020-08-03,2021-07-29,2023-03-02,,https://patents.google.com/patent/AU2021321325A1/en,
EP-4182828-A1,Digital ledger based health data sharing and management ,"Lemieux, Victoria, Voskobojnikov, Artemij, Ravneet Kaur, Robert Fraser, Costanzo, Ian","Victoria LEMIEUX, Artemij VOSKOBOJNIKOV, Ravneet Kaur, Robert Fraser, Ian COSTANZO",2020-07-20,2021-07-20,2023-05-24,,https://patents.google.com/patent/EP4182828A1/en,
CN-113487321-A,Identity identification and verification method and system based on block chain wallet ,域世安(北京)科技有限公司,李万胜,2021-07-06,2021-07-06,2021-10-08,,https://patents.google.com/patent/CN113487321A/en,https://patentimages.storage.googleapis.com/ce/0e/41/cf10be3c11721a/HDA0003149590330000011.png
CN-113360861-B,Mortgage loan oriented decentralized identity method based on repeater cross-chain ,北京理工大学,"盖珂珂, 谢天庥, 祝烈煌",2021-07-27,2021-07-27,2022-07-05,2022-07-05,https://patents.google.com/patent/CN113360861B/en,https://patentimages.storage.googleapis.com/3f/a2/80/0f2a91f17b2e70/HDA0003181202920000011.png
CN-112818368-A,Digital certificate authentication method based on block chain intelligent contract ,南京邮电大学,"徐君泽, 陈丹伟",2021-02-09,2021-02-09,2021-05-18,,https://patents.google.com/patent/CN112818368A/en,https://patentimages.storage.googleapis.com/43/bd/64/e1b43974ec2b1b/HDA0002939560170000011.png
CN-112199714-B,Privacy protection method and device based on block chain and electronic equipment ,支付宝(杭州)信息技术有限公司,"孙善禄, 李书博",2020-12-04,2020-12-04,2021-09-07,2021-09-07,https://patents.google.com/patent/CN112199714B/en,https://patentimages.storage.googleapis.com/c7/22/63/ee7a0bcbeb265d/201126135227.png
CN-112199448-A,Industrial and commercial registration method and system based on block chain ,南京星链高科技发展有限公司,"王欣, 王庆阳, 孔翔玉, 吕泽琴",2020-12-04,2020-12-04,2021-01-08,,https://patents.google.com/patent/CN112199448A/en,https://patentimages.storage.googleapis.com/ec/8a/87/eabb0534fdc6c6/201202150703.png
CN-111881483-A,"Resource account binding method, device, equipment and medium based on block chain ",广州运通链达金服科技有限公司,"邹均, 李�远, 徐俊, 蔡梦欢",2020-08-07,2020-08-07,2020-11-03,,https://patents.google.com/patent/CN111881483A/en,https://patentimages.storage.googleapis.com/ae/b2/c2/b384fa445babb3/HDA0002623005360000011.png
CN-114244527-A,Block chain-based power Internet of things equipment identity authentication method and system ,中国电力科学研究院有限公司,"姜琳, 朱朝阳, 周亮, 缪思薇, 朱亚运, 张晓娟, 王海翔, 蔺子卿, 曹靖怡",2021-12-14,2021-12-14,2022-03-25,,https://patents.google.com/patent/CN114244527A/en,https://patentimages.storage.googleapis.com/2e/df/ba/cec970127334f1/HDA0003410318500000011.png
CN-113918899-A,"Identity authentication method, certificate holding system and verification system ",中国人民银行数字货币研究所,"张鹏程, 赵新宇, 张志勇, 张红波, 霍云, 刘一鸣, 狄刚, 穆长春",2021-08-31,2021-08-31,2022-01-11,,https://patents.google.com/patent/CN113918899A/en,https://patentimages.storage.googleapis.com/20/70/32/590c60efb77123/HDA0003240218510000011.png
CN-113438088-A,Social network credit monitoring method and device based on block chain distributed identity ,湖南天河国云科技有限公司,"谭林, 李湘湘, 尹海波, 杨征, 王云丽",2021-06-28,2021-06-28,2021-09-24,,https://patents.google.com/patent/CN113438088A/en,https://patentimages.storage.googleapis.com/13/78/c5/0c2f850d0fa1dd/HDA0003135944970000011.png
US-2021314293-A1,Method and system for using tunnel extensible authentication protocol (teap) for self-sovereign identity based authentication ,Hewlett Packard Enterprise Development Lp,"Abilash Soundararajan, Timothy CAPPALLI",2020-04-02,2020-04-02,2021-10-07,,https://patents.google.com/patent/US20210314293A1/en,https://patentimages.storage.googleapis.com/f9/5d/93/ef1708cc470e28/US20210314293A1-20211007-D00000.png
CN-113806699-A,Cross-block-chain identity authentication method and system in inter-cloud computing environment ,中国人民解放军国防科技大学,"王怀民, 钟韬, 常俊胜, 刘惠, 史佩昌, 傅翔, 杨尚之, 李琳慧, 陈鹏, 相亮亮",2021-09-30,2021-09-30,2021-12-17,,https://patents.google.com/patent/CN113806699A/en,https://patentimages.storage.googleapis.com/8f/6f/e9/e0bb5d0a295ce8/HDA0003290359760000011.png
CN-113641975-A,"Identity registration method, identity verification method, device and system ","国网电子商务有限公司, 国网雄安金融科技集团有限公司, 国网区块链科技(北京)有限公司","杨珂, 李达, 王合健, 陈帅, 韩少勤, 赵丽花, 苏展, 薛文昊, 柏德胜, 贾帆",2021-10-18,2021-10-18,2021-11-12,,https://patents.google.com/patent/CN113641975A/en,https://patentimages.storage.googleapis.com/ae/15/79/4146ebbe0b01ea/2110081717071.png
US-11615078-B2,Blockchain-based transaction methods ,"Alipay (Hangzhou) Information Technology Co., Ltd., Ant Blockchain Technology (shanghai) Co., Ltd.",Renhui Yang,2021-06-07,2022-01-20,2023-03-28,2023-03-28,https://patents.google.com/patent/US11615078B2/en,https://patentimages.storage.googleapis.com/df/37/e4/3619eee3d4b930/US11615078-20230328-D00000.png
CN-115689560-A,"Intelligent terminal, digital currency wallet authentication system and opening authentication logout method ",无锡融卡科技有限公司,"余彦飞, 付琴琴",2022-08-15,2022-08-15,2023-02-03,,https://patents.google.com/patent/CN115689560A/en,https://patentimages.storage.googleapis.com/60/b0/a9/4410d38d71ef75/HDA0003798029220000011.png
CN-113312608-A,Electric power metering terminal identity authentication method and system based on timestamp ,"中国电力科学研究院有限公司, 国家电网有限公司, 国网河北省电力有限公司, 国网河北省电力有限公司信息通信分公司","冯云, 赵兵, 翟峰, 许海清, 孙炜, 马超, 梁晓兵, 葛得辉, 刘鹰, 陈昊, 付义伦, 彭楚宁, 李保丰, 曹永峰, 岑炜, 许斌, 孔令达, 徐萌, 赵英杰, 冯占成, 任博, 周琪, 张庚, 袁泉, 卢艳, 韩文博, 王楠, 杨会峰, 陈连栋, 申培培, 程凯",2021-04-23,2021-04-23,2021-08-27,,https://patents.google.com/patent/CN113312608A/en,https://patentimages.storage.googleapis.com/4d/d4/59/35c3b4532b471c/HDA0003035346890000011.png
CN-113259311-B,Decentralized identity authentication system based on block chain ,西安电子科技大学,"张岗山, 舒子文, 赵林靖, 刘炯, 冯磊, 吴炜",2021-03-17,2021-03-17,2022-07-12,2022-07-12,https://patents.google.com/patent/CN113259311B/en,https://patentimages.storage.googleapis.com/1a/e0/5f/53619e4d66adbc/HDA0003636710520000011.png
CN-111475845-A,Unstructured data identity authorization access system and method ,中国工商银行股份有限公司,"陈晓蕊, 黄剑, 周颖, 黄汉波",2020-04-13,2020-04-13,2020-07-31,,https://patents.google.com/patent/CN111475845A/en,https://patentimages.storage.googleapis.com/65/9e/c4/51d5fdd402d6d4/HDA0002448015550000011.png
US-2023259939-A1,Flexible Identity and Access Management Pipeline ,"Okta, Inc.","V William J. Dawson, Thomas Abbott, Trevor Thompson, Jonathan R. Todd, Karl McGuinness",2020-04-01,2023-04-17,2023-08-17,,https://patents.google.com/patent/US20230259939A1/en,https://patentimages.storage.googleapis.com/88/19/d8/eef8b760c97fb7/US20230259939A1-20230817-D00000.png
CN-111193597-B,"Transmission method, device, equipment and system capable of verifying statement ",支付宝(杭州)信息技术有限公司,"杨仁慧, 陈远, 刘佳伟",2020-04-10,2020-04-10,2020-07-31,2020-07-31,https://patents.google.com/patent/CN111193597B/en,https://patentimages.storage.googleapis.com/e9/42/ff/f6751165003a1f/200331173115.png
CN-111724170-A,"Service processing system, service processing method, device and equipment ",支付宝(杭州)信息技术有限公司,"李书博, 林渝淇, 孙善禄, 王天雨",2020-03-05,2020-03-05,2020-09-29,,https://patents.google.com/patent/CN111724170A/en,https://patentimages.storage.googleapis.com/c6/3c/d6/f0887497ae682e/HDA0002609614460000011.png
CN-113221148-A,Information verification method and device ,中国人民银行数字货币研究所,"狄刚, 高阳, 何孟炜, 钱友才, 成茗宇",2021-05-27,2021-05-27,2021-08-06,,https://patents.google.com/patent/CN113221148A/en,https://patentimages.storage.googleapis.com/7c/d7/23/2e6bb3888d9022/HDA0003087817670000011.png
CN-111342966-B,"Data storage method, data recovery method, device and equipment ",支付宝(杭州)信息技术有限公司,"林渝淇, 杨仁慧",2020-05-22,2020-05-22,2020-08-25,2020-08-25,https://patents.google.com/patent/CN111342966B/en,https://patentimages.storage.googleapis.com/1a/4f/18/71e76ca8ceb940/200520104256.png
CN-113612741-B,"Method, device, equipment and storage medium for storing certificate of article circulation record ",支付宝(杭州)信息技术有限公司,"吴莹强, 罗东升, 张亚楠",2020-12-01,2020-12-01,2023-08-08,2023-08-08,https://patents.google.com/patent/CN113612741B/en,
CN-111008841-B,"Service processing system, service processing method, device and equipment ",支付宝(杭州)信息技术有限公司,"李书博, 林渝淇, 孙善禄, 王天雨",2020-03-05,2020-03-05,2020-06-09,2020-06-09,https://patents.google.com/patent/CN111008841B/en,https://patentimages.storage.googleapis.com/28/2d/96/bf7180b260a85c/200303163952.png
US-2022292588-A1,Methods and apparatuses for generating and purchasing a digital asset ,ghostwarp co.,Bennett Collen,2021-03-11,2022-03-11,2022-09-15,,https://patents.google.com/patent/US20220292588A1/en,https://patentimages.storage.googleapis.com/e5/10/6e/b7104bd88f425a/US20220292588A1-20220915-D00000.png
WO-2021218334-A1,"Method, system, and apparatus for managing expired digital certificate, and storage medium ",深圳壹账通智能科技有限公司,薛明策,2020-04-27,2021-02-26,2021-11-04,,https://patents.google.com/patent/WO2021218334A1/en,
KR-102323523-B1,Blockchain credential-based identity authentication system and its control method ,(주)소프트제국,최명수,2020-11-10,2021-04-28,2021-11-09,2021-11-09,https://patents.google.com/patent/KR102323523B1/en,https://patentimages.storage.googleapis.com/34/3a/7e/40283728e7b322/112021049830337-pat00001.png
US-11394542-B2,Deauthorization of private key of decentralized identity ,"Microsoft Technology Licensing, Llc","Brandon MURDOCH, Ankur Patel, Bailey Marie Bercik, Daniel James BUCHNER",2020-03-27,2020-03-27,2022-07-19,2022-07-19,https://patents.google.com/patent/US11394542B2/en,https://patentimages.storage.googleapis.com/25/a6/8f/f7d0df4b88b28d/US11394542-20220719-D00000.png
US-2022044316-A1,Blockchain implemented transfer of multi-asset digital wallets ,International Business Machines Corporation,"Nitin Gaur, Jeronimo IRAZABAL, Petr Novotny",2020-08-04,2020-08-04,2022-02-10,,https://patents.google.com/patent/US20220044316A1/en,https://patentimages.storage.googleapis.com/37/8c/53/ac3a21acc5ebcf/US20220044316A1-20220210-D00000.png
CN-112861157-A,Data sharing method based on decentralized identity and proxy re-encryption ,北京欧凯联创网络科技有限公司,"徐明星, 刘雄, 钟秋",2021-03-01,2021-03-01,2021-05-28,,https://patents.google.com/patent/CN112861157A/en,https://patentimages.storage.googleapis.com/95/3a/2c/aa08d9c5a67759/HDA0002956751090000011.png
KR-102323522-B1,DID system that can be verified on a browser using credentials and its control method ,(주)소프트제국,최명수,2020-11-10,2021-04-28,2021-11-09,2021-11-09,https://patents.google.com/patent/KR102323522B1/en,https://patentimages.storage.googleapis.com/e8/ad/ab/d85904ee4ebc9f/112021049825724-pat00001.png
CN-111953490-A,Digital signature method and system based on block chain technology ,上海雷龙信息科技有限公司,"殷堃, 马振东",2020-08-31,2020-08-31,2020-11-17,,https://patents.google.com/patent/CN111953490A/en,https://patentimages.storage.googleapis.com/32/83/56/0a0bc452a468b5/HDA0002659259900000011.png
JP-2022128436-A,Automatic data integration for performance measurement of multiple separate digital transmissions with continuous optimization ,"ディープインテント， インク．, Deepintent Inc","ダキッチ ヴァソ, Dakic Vaso, ヒー サラ, He Sara, パケット クリス, Paquette Chris, ロマノヴィスキ パヴェル, Romanovski Pavel, ウェルテル ジェン, Werther Jen, ヤゾヴィスキー アントン, Yazovskiy Anton, ガンディー サウラブ, Gandhe Sourabh, クルカルニー チンマイ, Kulkarni Chinmay, アダティヤ ヌップール, Adathiya Nuupur",2021-02-22,2022-02-21,2022-09-01,,https://patents.google.com/patent/JP2022128436A/en,https://patentimages.storage.googleapis.com/85/c1/9f/bee7672ae03d78/2022128436000002.png
WO-2022179502-A1,Blockchain network identity management using ssi ,"International Business Machines Corporation, Ibm (China) Co., Limited","Petr Novotny, Venkatraman Ramakrishna, Chander Govindarajan, Dushyant K. Behl, Bishakh Chandra Ghosh, Nitin Gaur",2021-02-24,2022-02-22,2022-09-01,,https://patents.google.com/patent/WO2022179502A1/en,https://patentimages.storage.googleapis.com/06/79/49/6cfc6caaea9279/PCTCN2022077286-appb-300001.png
CN-112039665-A,Key management method and device ,北京书生网络技术有限公司,王东临,2020-08-31,2020-08-31,2020-12-04,,https://patents.google.com/patent/CN112039665A/en,https://patentimages.storage.googleapis.com/ec/77/b4/2410a2efe96a35/HDA0002658945050000011.png
CN-110995521-B,"Service providing method, device, equipment and system ",支付宝(杭州)信息技术有限公司,"杨仁慧, 陈远, 林渝淇, 刘佳伟, 魏亚文",2020-03-03,2020-03-03,2021-02-19,2021-02-19,https://patents.google.com/patent/CN110995521B/en,https://patentimages.storage.googleapis.com/c6/8f/76/7d8f9cbd8758a0/200904114701.png
