search URL:,https://patents.google.com/?q=%22digital+identity%22&before=priority:20191231&after=priority:20150101
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-11669811-B2,Blockchain-based digital token utilization ,Bank Of America Corporation,"Suki Ramasamy, Sasidhar Purushothaman",2018-04-30,2019-09-26,2023-06-06,2023-06-06,https://patents.google.com/patent/US11669811B2/en,https://patentimages.storage.googleapis.com/40/4d/86/bcc7907815d140/US11669811-20230606-D00000.png
CN-105956923-B,Asset transaction system and digital authentication and transaction method of assets ,上海如鸽投资有限公司,曹剑,2016-04-20,2016-04-20,2022-04-29,2022-04-29,https://patents.google.com/patent/CN105956923B/en,https://patentimages.storage.googleapis.com/9c/4b/b7/ab2e7098d4fdd5/HDA0000970104910000011.png
US-10348699-B2,Identity binding systems and methods in a personal data store in an online trust system ,"Evident ID, Inc.","Damian A. STAROSIELSKY, William David Thomas, Albert W. BRZECZKO, JR., Nathan S. ROWE",2016-02-11,2016-12-19,2019-07-09,2019-07-09,https://patents.google.com/patent/US10348699B2/en,https://patentimages.storage.googleapis.com/ee/4e/33/00b1801f0d73e8/US10348699-20190709-D00000.png
US-2022014421-A1,Data Replication Conflict Detection and Resolution for a Multi-Tenant Identity Cloud Service ,Oracle International Corporation,"Venkateswara Reddy MEDAM, Fannie Ho, Kuang-Yu Shih, Balakumar BALU, Sudhir Kumar Srinivasan",2018-04-02,2021-09-27,2022-01-13,,https://patents.google.com/patent/US20220014421A1/en,https://patentimages.storage.googleapis.com/81/1e/83/6dc312c7ff1843/US20220014421A1-20220113-D00000.png
US-2020053087-A1,Data Management for a Multi-Tenant Identity Cloud Service ,Oracle International Corporation,"Gregg Wilson, Venkateswara Reddy MEDAM",2016-08-31,2019-10-08,2020-02-13,,https://patents.google.com/patent/US20200053087A1/en,https://patentimages.storage.googleapis.com/b0/72/c6/de28dc6a9816b5/US20200053087A1-20200213-D00000.png
US-2019392017-A1,Cookie Based State Propagation for a Multi-Tenant Identity Cloud Service ,Oracle International Corporation,"Damien CARRU, Mrudul Pradeep Uchil, Bhavik SANKESARA, Risheng Xia",2016-09-16,2019-08-26,2019-12-26,,https://patents.google.com/patent/US20190392017A1/en,https://patentimages.storage.googleapis.com/10/98/a3/6b00e26388d36d/US20190392017A1-20191226-D00000.png
US-10715564-B2,Dynamic client registration for an identity cloud service ,Oracle International Corporation,"Mohamad Raja Gani Mohamad Abdul, Vadim Lander",2018-01-29,2018-01-29,2020-07-14,2020-07-14,https://patents.google.com/patent/US10715564B2/en,https://patentimages.storage.googleapis.com/0c/c4/a2/4ce3aafca675e1/US10715564-20200714-D00000.png
US-11061929-B2,Replication of resource type and schema metadata for a multi-tenant identity cloud service ,Oracle International Corporation,"Xiaoxiao XU, Venkateswara Reddy MEDAM, Kuang-Yu Shih, Sudhir Kumar Srinivasan",2019-02-08,2019-06-27,2021-07-13,2021-07-13,https://patents.google.com/patent/US11061929B2/en,https://patentimages.storage.googleapis.com/7a/23/36/de10b65b442d7a/US11061929-20210713-D00000.png
US-2021168128-A1,Cross-Region Trust for a Multi-Tenant Identity Cloud Service ,Oracle International Corporation,"Damien CARRU, Vasukiammaiyar Asokkumar, Vadim Lander",2018-03-27,2021-01-14,2021-06-03,,https://patents.google.com/patent/US20210168128A1/en,https://patentimages.storage.googleapis.com/93/9f/79/e07f71a73ac868/US20210168128A1-20210603-D00000.png
US-2018041491-A1,Caching framework for a multi-tenant identity and data security management cloud service ,Oracle International Corporation,"Lokesh Gupta, Ashutosh Pitre",2016-08-05,2017-07-27,2018-02-08,,https://patents.google.com/patent/US20180041491A1/en,https://patentimages.storage.googleapis.com/fd/5f/23/752026392261ba/US20180041491A1-20180208-D00000.png
US-10798165-B2,Tenant data comparison for a multi-tenant identity cloud service ,Oracle International Corporation,"Sudhir Kumar Srinivasan, Balakumar BALU, Venkateswara Reddy MEDAM, Kuang-Yu Shih",2018-04-02,2018-10-30,2020-10-06,2020-10-06,https://patents.google.com/patent/US10798165B2/en,https://patentimages.storage.googleapis.com/24/94/4f/601d68672d313f/US10798165-20201006-D00000.png
US-2018337914-A1,User authentication using kerberos with identity cloud service ,Oracle International Corporation,"Mohamad Raja Gani Mohamad Abdul, Gregg Wilson",2017-05-18,2017-10-30,2018-11-22,,https://patents.google.com/patent/US20180337914A1/en,https://patentimages.storage.googleapis.com/16/f1/f4/7c04242d4a738d/US20180337914A1-20181122-D00000.png
EP-3528454-A1,Single sign-on and single logout functionality for a multi-tenant identity and data security management cloud service ,Oracle International Corporation,"Elangovan Subramanian, Mrudul Pradeep UCHIL, Bhavik Sankesara, Siva Sundeep Kuppala, Jay Vijay Gangawane, Binoy Joseph",2016-09-14,2017-09-14,2019-08-21,,https://patents.google.com/patent/EP3528454A1/en,https://patentimages.storage.googleapis.com/05/1a/11/c6c40ea86ce853/imgf0001.png
US-2018077144-A1,Single logout functionality for a multi-tenant identity and data security management cloud service ,Oracle International Corporation,"Jay Vijay GANGAWANE, Binoy JOSEPH, Bhavik SANKESARA, Mrudul Pradeep Uchil",2016-09-14,2017-09-14,2018-03-15,,https://patents.google.com/patent/US20180077144A1/en,https://patentimages.storage.googleapis.com/e3/33/c5/810fca56c1d5b5/US20180077144A1-20180315-D00000.png
US-2017329957-A1,Identity cloud service authorization model with dynamic roles and scopes ,Oracle International Corporation,"Sirish V. Vepa, Sreedhar KATTI, Maheshkumar Shivlal DHADUK, Vadim Lander",2016-05-11,2017-05-09,2017-11-16,,https://patents.google.com/patent/US20170329957A1/en,https://patentimages.storage.googleapis.com/df/ab/5c/d9cd71ebbd90e9/US20170329957A1-20171116-D00000.png
US-2017331832-A1,Identity cloud service authorization model ,Oracle International Corporation,"Vadim Lander, Hari Sastry, Sreedhar KATTI, Sirish V. Vepa, Swathi Vinayak SHENOY",2016-05-11,2017-03-30,2017-11-16,,https://patents.google.com/patent/US20170331832A1/en,https://patentimages.storage.googleapis.com/0d/fa/27/03607c0d4ff65c/US20170331832A1-20171116-D00000.png
US-2020264860-A1,Automated Database Upgrade for a Multi-Tenant Identity Cloud Service ,Oracle International Corporation,"Sudhir Kumar Srinivasan, Venkateswara Reddy MEDAM, Gregg Wilson, Raghavendra SARAVANAMURTHY",2019-02-20,2019-08-26,2020-08-20,,https://patents.google.com/patent/US20200264860A1/en,https://patentimages.storage.googleapis.com/cc/a5/47/a3f7a0f6bbe745/US20200264860A1-20200820-D00000.png
US-2017243208-A1,System for control of device identity and usage in a process data network ,Bank Of America Corporation,"Manu Jacob Kurian, Joseph Benjamin Castinado, Richard Huw Thomas",2016-02-22,2016-02-22,2017-08-24,,https://patents.google.com/patent/US20170243208A1/en,https://patentimages.storage.googleapis.com/54/8a/71/82a702d3af8bd9/US20170243208A1-20170824-D00000.png
WO-2018121555-A1,Hardware wallet and hardware wallet holder identity verification method ,飞天诚信科技股份有限公司,"陆舟, 于华章",2016-12-28,2017-12-27,2018-07-05,,https://patents.google.com/patent/WO2018121555A1/en,https://patentimages.storage.googleapis.com/1d/27/65/cc1f93a4e99075/PCTCN2017118831-appb-300001.png
US-2019342096-A1,Online identity and credential verification systems and methods protecting user data ,"Evident ID, Inc.","Damian A. STAROSIELSKY, William David Thomas, Albert W. BRZECZKO, JR., Nathan S. ROWE",2016-02-11,2019-07-08,2019-11-07,,https://patents.google.com/patent/US20190342096A1/en,https://patentimages.storage.googleapis.com/e2/0c/d0/9b3809c0f01d29/US20190342096A1-20191107-D00000.png
US-10396985-B1,Federated identity management based on biometric data ,United Services Automobile Association (Usaa),"Alexander B. Nagelberg, Nathan Mahoney",2016-05-03,2017-05-02,2019-08-27,2019-08-27,https://patents.google.com/patent/US10396985B1/en,https://patentimages.storage.googleapis.com/e8/4f/b7/0b47d8e1b91e9a/US10396985-20190827-D00000.png
CN-110769393-B,Identity authentication system and method for vehicle-road cooperation ,公安部交通管理科学研究所,"刘东波, 方万胜, 王军华, 黄金, 金涛",2019-11-07,2019-11-07,2021-12-24,2021-12-24,https://patents.google.com/patent/CN110769393B/en,https://patentimages.storage.googleapis.com/95/11/14/d74b11cd890425/191107104338.png
US-2020145827-A1,Access control via a mobile device ,Honeywell International Inc.,"Sanjay Roy, Frank Lin, Bryan Jones, Datta Godbole, Himanshu Khurana",2015-05-15,2019-12-30,2020-05-07,,https://patents.google.com/patent/US20200145827A1/en,https://patentimages.storage.googleapis.com/95/bf/d0/59dfddfed37047/US20200145827A1-20200507-D00000.png
CN-108805573-B,"Information verification method, server and storage medium ",深圳市元征科技股份有限公司,"刘均, 刘新, 周军",2018-04-21,2018-04-21,2022-04-15,2022-04-15,https://patents.google.com/patent/CN108805573B/en,https://patentimages.storage.googleapis.com/f4/9d/08/e52507f07fa140/HDA0001636529650000011.png
US-10382965-B2,Identity verification using computer-implemented decentralized ledger ,Sap Se,"Thomas Spangemacher, Alexander Gehres",2017-05-30,2017-05-30,2019-08-13,2019-08-13,https://patents.google.com/patent/US10382965B2/en,https://patentimages.storage.googleapis.com/b1/3a/0a/bd71c107ac81ba/US10382965-20190813-D00000.png
US-10664576-B2,Identity assurance method ,"Darrin Edelman, Austin O'Brion, Kevin O'Brien","Darrin Edelman, Austin O'Brion, Kevin O'Brien",2016-07-24,2017-07-23,2020-05-26,2020-05-26,https://patents.google.com/patent/US10664576B2/en,https://patentimages.storage.googleapis.com/92/0c/ff/5248186a47ac29/US10664576-20200526-D00000.png
US-11194984-B2,Localization of machine-readable indicia in digital capture systems ,Digimarc Corporation,"Vojtech Holub, Tomas Filler",2015-03-05,2020-05-11,2021-12-07,2021-12-07,https://patents.google.com/patent/US11194984B2/en,https://patentimages.storage.googleapis.com/f7/6a/0c/2d397b0608ff39/US11194984-20211207-D00000.png
CN-108737418-B,Identity authentication method and system based on block chain ,飞天诚信科技股份有限公司,"陆舟, 于华章",2018-05-22,2018-05-22,2020-09-15,2020-09-15,https://patents.google.com/patent/CN108737418B/en,https://patentimages.storage.googleapis.com/f4/ac/31/ba78e41c186ec7/HDA0001668466250000011.png
US-9912486-B1,Countersigned certificates ,"Amazon Technologies, Inc.",Nima Sharifi Mehr,2015-08-27,2015-08-27,2018-03-06,2018-03-06,https://patents.google.com/patent/US9912486B1/en,https://patentimages.storage.googleapis.com/41/3f/1c/bf3833cebf93f0/US09912486-20180306-D00000.png
WO-2019217938-A1,User id codes for online verification ,"Civic Technologies, Inc.","Jonathan Smith, Vinodan LINGHAM, Zachary Bush, Juan Pablo Bedoya",2018-05-11,2019-05-10,2019-11-14,,https://patents.google.com/patent/WO2019217938A1/en,
US-2021192505-A1,"Codechain-based models, apparatuses, systems, methods, and applications of the same ",Wei Xu,Wei Xu,2017-11-08,2018-11-06,2021-06-24,,https://patents.google.com/patent/US20210192505A1/en,https://patentimages.storage.googleapis.com/40/8f/d3/1c2e3e9dc773c5/US20210192505A1-20210624-D00000.png
EP-3701458-B1,"Blockchain data processing methods, apparatuses, processing devices, and systems ","Advanced New Technologies Co., Ltd.","Hushen WANG, Xuming LU",2018-05-10,2019-05-09,2021-08-11,2021-08-11,https://patents.google.com/patent/EP3701458B1/en,https://patentimages.storage.googleapis.com/30/41/e7/269fcbf4effc83/imgf0001.png
US-9888037-B1,Cipher suite negotiation ,"Amazon Technologies, Inc.",Nima Sharifi Mehr,2015-08-27,2015-08-27,2018-02-06,2018-02-06,https://patents.google.com/patent/US9888037B1/en,https://patentimages.storage.googleapis.com/f5/6c/21/40f27d273beb47/US09888037-20180206-D00000.png
US-2019020668-A1,System and methods for dynamic digital threat mitigation ,"Sift Science, Inc.","Fred Sadaghiani, Micah Wylde, Keren Gu, Eugenia Ho, Noah Grant",2017-07-17,2018-03-15,2019-01-17,,https://patents.google.com/patent/US20190020668A1/en,https://patentimages.storage.googleapis.com/7e/a9/20/100470c5f5f140/US20190020668A1-20190117-D00000.png
US-11315117-B2,Biometric pre-identification ,"Alclear, Llc",Joe Trelin,2017-07-28,2021-01-08,2022-04-26,2022-04-26,https://patents.google.com/patent/US11315117B2/en,https://patentimages.storage.googleapis.com/0a/0c/61/f35cb37216e7cf/US11315117-20220426-D00000.png
US-2019089711-A1,Anonymized persona identifier ,Threatmetrix Pty Ltd,Alisdair Faulkner,2017-09-15,2018-09-14,2019-03-21,,https://patents.google.com/patent/US20190089711A1/en,https://patentimages.storage.googleapis.com/ab/86/62/107c9e5bc674f4/US20190089711A1-20190321-D00000.png
EP-3518495-B1,Blockchain for the connected home ,"Comcast Cable Communications, LLC","Asad Haque, Noopur Davis, Sridhar Solur",2018-01-24,2019-01-24,2020-09-09,2020-09-09,https://patents.google.com/patent/EP3518495B1/en,https://patentimages.storage.googleapis.com/c4/d2/1f/1094728ba21dd7/imgf0001.png
US-11551212-B2,Methods and systems for management of a blockchain-based computer-enabled networked ecosystem ,"Rajeev Malhotra, Mohd Sufyan","Rajeev Malhotra, Mohd Sufyan",2018-01-10,2019-01-09,2023-01-10,2023-01-10,https://patents.google.com/patent/US11551212B2/en,https://patentimages.storage.googleapis.com/f0/bb/6f/3b71808bf33404/US11551212-20230110-D00000.png
CN-110348830-B,"Block chain-based network system, authentication method, equipment and storage medium ","国家信息中心, 北京红枣科技有限公司, 中国移动通信集团设计院有限公司, 中移电子商务有限公司","单志广, 何亦凡, 高鹏, 邢皓, 谭敏, 李政晖, 游峰, 马晓军, 张延强",2019-06-20,2019-06-20,2022-09-27,2022-09-27,https://patents.google.com/patent/CN110348830B/en,https://patentimages.storage.googleapis.com/aa/2f/61/e413c274d1f2b3/HDA0002101165480000011.png
CN-108780390-B,System and method for providing identity scores ,金融与风险组织有限公司,"罗伯特·约瑟夫·舒卡伊, 斯科特·瑞恩·曼纽尔",2016-06-06,2017-02-14,2022-09-27,2022-09-27,https://patents.google.com/patent/CN108780390B/en,https://patentimages.storage.googleapis.com/ab/39/68/1145ed80a869cc/HDA0001801965350000011.png
US-10484178-B2,Systems and methods for providing a universal decentralized solution for verification of users with cross-verification features ,"Black Gold Coin, Inc.",Marcus Andrade,2016-10-26,2018-04-24,2019-11-19,2019-11-19,https://patents.google.com/patent/US10484178B2/en,https://patentimages.storage.googleapis.com/73/da/58/d84dd5f03d4672/US10484178-20191119-D00000.png
US-11153096-B2,Platform for generating authenticated data objects ,Royal Bank Of Canada,"Karim Talal Hamasni, Charles Plant St. Louis, Graham Henry Miller, Atilla Murat Firat, Ugobame I. Uchibeke, Joe Larizza, Ioannis Bakagiannis",2017-08-16,2018-08-16,2021-10-19,2021-10-19,https://patents.google.com/patent/US11153096B2/en,https://patentimages.storage.googleapis.com/ab/cd/d1/166eced1c790a9/US11153096-20211019-D00000.png
US-11207584-B2,Smart device ,"Bao Tran, Ha Tran","Bao Tran, Ha Tran",2016-05-02,2019-11-23,2021-12-28,2021-12-28,https://patents.google.com/patent/US11207584B2/en,https://patentimages.storage.googleapis.com/12/db/3e/ea1ef4d837029e/US11207584-20211228-D00000.png
US-2022040557-A1,Non-fungible token (nft) ,Bao Tran,Bao Tran,2016-02-02,2021-08-23,2022-02-10,,https://patents.google.com/patent/US20220040557A1/en,https://patentimages.storage.googleapis.com/37/08/a4/80172864902445/US20220040557A1-20220210-D00000.png
CN-109559124-B,Cloud data security sharing method based on block chain ,重庆大学,"王健, 叶春晓, 张鑫, 陈鑫, 欧阳飞",2018-12-17,2018-12-17,2023-04-18,2023-04-18,https://patents.google.com/patent/CN109559124B/en,https://patentimages.storage.googleapis.com/9b/24/5e/fdd4a30742b747/181217100451.png
EP-3732856-B1,System and method for decentralized-identifier authentication ,"Advanced New Technologies Co., Ltd.","Renhui Yang, Jiawei Liu, Yuan Chen, Yuqi LIN",2019-07-02,2019-08-30,2022-04-06,2022-04-06,https://patents.google.com/patent/EP3732856B1/en,https://patentimages.storage.googleapis.com/37/9d/79/10034529653639/imgf0001.png
US-2020364700-A1,"Event processing method, apparatus and electronic device based on blockchain technology ",Alibaba Group Holding Limited,Li Lin,2018-12-14,2020-07-31,2020-11-19,,https://patents.google.com/patent/US20200364700A1/en,https://patentimages.storage.googleapis.com/e3/b7/f5/02fd74397e501f/US20200364700A1-20201119-D00000.png
CN-108921692-B,Multi-chain block chain system with block issuing mechanism ,江峰,江峰,2017-05-16,2018-05-15,2022-01-18,2022-01-18,https://patents.google.com/patent/CN108921692B/en,https://patentimages.storage.googleapis.com/62/a9/a9/cf5b1eecaba4d9/HDA0001661713090000011.png
US-2018089971-A1,Architecture For Access Management ,"Tyco Integrated Security, LLC","Richard Campero, Sean DAVIS, Graeme Jarvis, Terezinha Rumble",2016-09-09,2017-11-27,2018-03-29,,https://patents.google.com/patent/US20180089971A1/en,https://patentimages.storage.googleapis.com/02/a2/14/6a74abd32287bd/US20180089971A1-20180329-D00000.png
US-9648496-B2,Authentication of web content ,Yoti Ltd,"Eleanor Simone Frederika LOUGHLIN-MCHUGH, Roman Edward SZCZESNIAK, Francisco Angel Garcia RODRIGUEZ",2015-02-13,2015-02-13,2017-05-09,2017-05-09,https://patents.google.com/patent/US9648496B2/en,https://patentimages.storage.googleapis.com/68/97/9a/62f19909279555/US09648496-20170509-D00000.png
US-2019034923-A1,"Secure and confidential custodial transaction system, method and device using zero-knowledge protocol ","Chronicled, Inc","Maurizio Greco, Ryan Orr, Maksym Petkus, Jon Eric Garvin, Susanne Somerville",2017-07-31,2018-07-31,2019-01-31,,https://patents.google.com/patent/US20190034923A1/en,https://patentimages.storage.googleapis.com/78/94/74/c2ab1f89a55edc/US20190034923A1-20190131-D00000.png
US-9514248-B1,System to group internet devices based upon device usage ,"Drawbridge, Inc.","Devin Guan, Xiang Li, Randy Cotta, Rahul Bafna, Obuli Venkatesan",2015-10-07,2015-11-16,2016-12-06,2016-12-06,https://patents.google.com/patent/US9514248B1/en,https://patentimages.storage.googleapis.com/bb/52/0f/d578b71ce94ecf/US09514248-20161206-D00000.png
US-2018075527-A1,Credit score platform ,Royal Bank Of Canada,"Gaurav NAGLA, Archana NAGLA",2016-09-14,2017-09-14,2018-03-15,,https://patents.google.com/patent/US20180075527A1/en,https://patentimages.storage.googleapis.com/b8/10/8d/b29aafdcdb39e3/US20180075527A1-20180315-D00000.png
WO-2021068636-A1,"Block chain-based creation method, apparatus, device and system for verifiable claim ",支付宝(杭州)信息技术有限公司,"刘佳伟, 孙善禄, 代平, 刘丹",2019-10-11,2020-08-07,2021-04-15,,https://patents.google.com/patent/WO2021068636A1/en,https://patentimages.storage.googleapis.com/93/25/32/69c06c431c763f/PCTCN2020107903-appb-300001.png
CN-108564353-B,Payment system and method based on block chain ,数字钱包（北京）科技有限公司,"李�杰, 张宇, 周海京, 张哲�",2018-04-27,2018-04-27,2022-01-25,2022-01-25,https://patents.google.com/patent/CN108564353B/en,https://patentimages.storage.googleapis.com/95/de/ea/c79568ff75cc96/HDA0001643036810000011.png
US-2018083973-A1,Liveness detection ,Yoti Ltd,"Georgios Paraskevas, Francisco Angel Garcia RODRIGUEZ, Usman Mahmood Khan, Benjamin Robert Tremoulheac",2015-08-10,2017-09-15,2018-03-22,,https://patents.google.com/patent/US20180083973A1/en,https://patentimages.storage.googleapis.com/ee/42/8a/194073c4a2ebdf/US20180083973A1-20180322-D00001.png
US-2019251573-A1,Systems and methods of verifying credentials of aircraft personnel using a blockchain computer system ,"Airbus (S.A.S.), Airbus Operations Limited","Masatake TOYOTA, Laurent PEIRONE",2018-02-09,2018-02-09,2019-08-15,,https://patents.google.com/patent/US20190251573A1/en,https://patentimages.storage.googleapis.com/cb/69/cb/2601f53fb1aec4/US20190251573A1-20190815-D00000.png
US-2018239955-A1,Liveness detection ,Yoti Holding Limited,"Francisco Angel Garcia RODRIGUEZ, Benjamin Robert Tremoulheac, Symeon Nikitidis, Thomas Bastiani, Miguel Jimenez",2015-08-10,2018-02-09,2018-08-23,,https://patents.google.com/patent/US20180239955A1/en,https://patentimages.storage.googleapis.com/d2/7e/68/b8e8c764994f7c/US20180239955A1-20180823-D00000.png
EP-3332403-B1,Liveness detection ,Yoti Holding Limited,"Benjamin Robert TREMOULHEAC, Georgios PARASKEVAS, Francisco Angel Garcia RODRIGUEZ, Symeon NIKITIDIS, Thomas BASTIANI, Miguel FERNANDO JIMENEZ SOLA, Usan Mahmood KHAN",2015-08-10,2016-08-10,2021-05-05,2021-05-05,https://patents.google.com/patent/EP3332403B1/en,https://patentimages.storage.googleapis.com/4d/65/30/b258034ddffbd3/imgf0001.png
US-10691751-B2,Data processing system and method of associating internet devices based upon device usage ,"The Trade Desk, Inc.","Jason Atlas, Fady Kalo, Jiefei Ma",2017-01-23,2017-01-23,2020-06-23,2020-06-23,https://patents.google.com/patent/US10691751B2/en,https://patentimages.storage.googleapis.com/60/d6/18/444bd96650485d/US10691751-20200623-D00000.png
US-2019205898-A1,"Decentralized confidential transfer system, method and device ","Chronicled, Inc","Maurizio Greco, Ryan Orr, Maksym Petkus, Jon Eric Garvin, Susanne Somerville",2017-07-31,2019-03-08,2019-07-04,,https://patents.google.com/patent/US20190205898A1/en,https://patentimages.storage.googleapis.com/9a/2a/53/8afac25ce2fdd8/US20190205898A1-20190704-D00000.png
EP-3622660-B1,"Systems and methods for crowdsourcing, analyzing, and/or matching personal data ",Massachusetts Institute of Technology,"Manolis KELLIS, Zhizhuo ZHANG, Anne Kim, Sandeep NUCKCHADY, Dianbo LIU, Lauren HUANG",2017-05-12,2018-05-11,2023-08-30,2023-08-30,https://patents.google.com/patent/EP3622660B1/en,https://patentimages.storage.googleapis.com/a2/42/d5/782925a5cd7840/imgf0001.png
CN-107508742-B,"A kind of social intercourse system, terminal and computer readable storage medium ",深圳市爱的网络科技有限公司,牛锋刚,2017-07-25,2017-07-25,2018-07-24,2018-07-24,https://patents.google.com/patent/CN107508742B/en,
US-2020265446-A1,"Food chain product label and method of use, and food trust identifier system ","Avery Dennison Retail Information Services, Llc",Julie VARGAS,2019-02-14,2020-02-14,2020-08-20,,https://patents.google.com/patent/US20200265446A1/en,https://patentimages.storage.googleapis.com/13/2d/3e/636b7ce7bd0d14/US20200265446A1-20200820-D00000.png
EP-3568948-B1,"Systems and methods for generating, uploading, and executing code blocks within distributed network nodes ",Northern Trust Corporation,"Andrew Czupek, Andrew Monks, Anthony Stevens, Arijit Das, Christopher Price, Justin Chapman, Wayne Hannaway, Zabrina Smith",2017-02-06,2017-12-19,2021-02-17,2021-02-17,https://patents.google.com/patent/EP3568948B1/en,https://patentimages.storage.googleapis.com/5d/17/a7/97699d4a42fcbb/imgf0001.png
TW-I696375-B,"Blockchain data processing method, device, processing equipment and system ",香港商阿里巴巴集團服務有限公司,"陸旭明, 王虎森",2018-05-10,2018-11-28,2020-06-11,2020-06-11,https://patents.google.com/patent/TWI696375B/en,https://patentimages.storage.googleapis.com/5f/d5/d4/ece4116822152d/107142405-A0304-14-0001-1.png
US-10517056-B2,Electronically connected environment ,"Mobile Tech, Inc.","Hunter Wylie, Robert Logan Blaser",2015-12-03,2016-12-01,2019-12-24,2019-12-24,https://patents.google.com/patent/US10517056B2/en,https://patentimages.storage.googleapis.com/c5/c5/62/c3a15c3078f072/US10517056-20191224-D00000.png
WO-2020136289-A1,Unified identification protocol for training and health ,Conectate Soluciones Y Aplicaciones Sl,"Fernando LATORRE LOPEZ, Nuria SALA CANO",2018-12-28,2019-12-13,2020-07-02,,https://patents.google.com/patent/WO2020136289A1/en,
US-2023062655-A1,Systems and methods for data storage and processing ,Bank Of Montreal,"Ching Leong WAN, Jun Wang",2018-07-19,2022-06-27,2023-03-02,,https://patents.google.com/patent/US20230062655A1/en,https://patentimages.storage.googleapis.com/d9/0a/0b/cdfa46c3249cfe/US20230062655A1-20230302-D00000.png
EP-3688705-B1,Transaction privacy in public distributed ledger systems ,Leverage Rock LLC,Thomas G. Anderson,2017-09-29,2018-09-27,2023-08-02,2023-08-02,https://patents.google.com/patent/EP3688705B1/en,https://patentimages.storage.googleapis.com/1c/1b/1e/ec2ccbb88bba63/imgf0001.png
US-9589403-B2,Access control via a mobile device ,Honeywell International Inc.,"Magesh Lingan, Rajkumar Palanivel, Murugan Gopalan, Mandar Tigga, Vivek Kalyan, Sanjay Roy, Frank Lin, Bryan Jones, Datta Godbole, Himanshu Khurana",2015-05-15,2015-10-21,2017-03-07,2017-03-07,https://patents.google.com/patent/US9589403B2/en,https://patentimages.storage.googleapis.com/e2/22/3a/afd94da82b1de1/US09589403-20170307-D00000.png
CN-110910138-B,Block chain data supervision method and device ,中科扶云(杭州)科技有限公司,"何方伟, 周游, 刘培锴, 兰岚, 张高峰",2019-12-04,2019-12-04,2022-07-08,2022-07-08,https://patents.google.com/patent/CN110910138B/en,https://patentimages.storage.googleapis.com/72/fa/b7/7de9df8ef27fd8/HDA0002302662470000011.png
US-10530746-B2,Deployment of a custom address to a remotely managed computational instance ,"Servicenow, Inc.","Summaraya Kumar DEVERAKONDA Venkata, Kai Xu, Scott Kaufman, Silas A. Smith",2017-10-17,2017-10-17,2020-01-07,2020-01-07,https://patents.google.com/patent/US10530746B2/en,https://patentimages.storage.googleapis.com/7b/4f/97/36bc547d7fa4e3/US10530746-20200107-D00000.png
US-2019349199-A1,"Blockchain data processing methods, apparatuses, processing devices, and systems ",Alibaba Group Holding Limited,"Husen Wang, Xuming Lu",2018-05-10,2019-05-09,2019-11-14,,https://patents.google.com/patent/US20190349199A1/en,https://patentimages.storage.googleapis.com/f2/70/0a/3cb4629fc392fa/US20190349199A1-20191114-D00000.png
US-2019305949-A1,System for credential storage and verification ,"Workday, Inc.","Bjorn Hamel, Jonathan David Ruggiero",2018-03-27,2019-03-26,2019-10-03,,https://patents.google.com/patent/US20190305949A1/en,https://patentimages.storage.googleapis.com/94/8b/86/89c1ecb8fbb301/US20190305949A1-20191003-D00000.png
EP-3420465-B1,Platform for computing at the mobile edge ,INTEL Corporation,"Nicholas Ross, Robert Pike",2016-02-25,2017-02-24,2021-12-08,2021-12-08,https://patents.google.com/patent/EP3420465B1/en,https://patentimages.storage.googleapis.com/99/20/77/e8433416e69f86/imgf0001.png
US-2021065267-A1,Eligibility for access to restricted goods and services using zero-knowledge proofs ,"Civic Technologies, Inc.","Jonathan R. Smith, Vinodan K. Lingham, Stephen Smit",2018-05-10,2019-05-10,2021-03-04,,https://patents.google.com/patent/US20210065267A1/en,https://patentimages.storage.googleapis.com/79/f2/49/3b0764cfb6fede/US20210065267A1-20210304-D00000.png
CN-108306887-B,Block chain-based Internet of things security and data privacy protection system ,"徐正伟, 凌从礼, 滕建龙","徐正伟, 凌从礼, 滕建龙",2018-02-05,2018-02-05,2020-07-21,2020-07-21,https://patents.google.com/patent/CN108306887B/en,https://patentimages.storage.googleapis.com/df/af/9d/198b27cce170de/HDA0001569354090000011.png
US-2021056095-A1,Relational data management and organization using dlt ,DLT Global Inc.,Neeraj Srivastava,2019-08-19,2020-06-11,2021-02-25,,https://patents.google.com/patent/US20210056095A1/en,https://patentimages.storage.googleapis.com/32/f4/f0/552576f058226a/US20210056095A1-20210225-D00000.png
EP-3335211-B1,An aircraft controlled by a secure integrated airspace management system ,RelmaTech Limited,"Simon Brown, Philip Hall, Owen BRIDLE",2015-07-17,2016-07-18,2022-09-07,2022-09-07,https://patents.google.com/patent/EP3335211B1/en,https://patentimages.storage.googleapis.com/cf/5b/a2/5917755a27ebc8/imgf0001.png
US-10749681-B2,Systems and methods for providing a universal decentralized solution for verification of users with cross-verification features ,"Black Gold Coin, Inc.",Marcus Andrade,2016-10-26,2016-10-26,2020-08-18,2020-08-18,https://patents.google.com/patent/US10749681B2/en,https://patentimages.storage.googleapis.com/fa/eb/11/65ecb234b6db37/US10749681-20200818-D00000.png
